country,year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density_(P/Km2),Land Area(Km2),Latitude,Longitude,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy;;;;;;;;;;;;,cluster
United States,2007.0,100.0,100.0,,6.3,2988.24,806.42,347.91,27.865068,89395.14,5.81,5736319.824,4.3730087,1.876171454,47975.9677,36.0,9833517.0,37.09024,-95.712891,USA,302743392.0,15333184241664.0,26.305,34.643,549.454,166.344,183.456,55.54,1.341,0.615,562.656,1.347,84.167,20921.512,6333.85,6660.625,2016.46,-1.248,-82.629,21605.061,6540.789,48.677,23.401,4173.82,13786.658,4142.57,16.636,1.374,366.748,89404.797,1.765,1.689,391.699,9870.537,2988.24,77887.453,23579.912,72.135,87.118,6.403,375.605,6241.383,2961.551,896.59,20616.082,4.019,201.648,17238.654,5218.889,21.643,23.059,2330.84,-14.884,-125.252,687.236,794.766,240.61,2270.03,5.808,2.539,1.586,-24.951,3486.798,3812.899,1154.33,11517.339,27.865,12.882,31.25,0.749,2.44,40.715,2303.296,2663.708,806.42,7608.082,19.467,8.51,-0.615,-68.073,11004.68,248.362,75.19,36349.859,0.155,5.504,11715.786,3546.877,1.815,40.658,228.429,72.24,16.7,1.077,2.217,238.618,55.162,754.53,1.744,0.403,0.844,13683.437,27066.711,0.22,-65.666,1183.502,1149.191,347.91,3909.257,8.398,4.373,32.868,0.752,3.097,2.015,0.61,10.231,0.015,0.011,29.564,21.974,98.395,113.793,34.45,325.012,0.832,0.364;;;;;;;;;;;;,large_scale
United States,2008.0,100.0,100.0,,6.85,2924.21,806.21,377.11,28.808554,86378.65,5.67,5558379.883,5.0045505,-0.136579803,48382.55845,36.0,9833517.0,37.09024,-95.712891,USA,305694912.0,15288553701376.0,36.596,60.875,743.287,227.219,180.016,55.03,1.34,0.86,555.945,-1.591,-100.795,20389.789,6233.055,6496.02,1985.8,1.527,99.851,21723.098,6640.64,48.345,23.604,4140.35,13544.06,4107.53,16.968,-2.436,-659.461,86384.328,1.727,-3.319,-782.516,9565.779,2924.21,74575.648,22797.396,71.191,86.33,0.762,47.529,6288.912,2888.435,882.98,20572.512,4.633,241.786,17863.15,5460.674,21.497,23.815,2283.56,3.296,18.24,705.476,813.033,248.54,2307.778,6.051,2.672,6.579,123.055,3609.854,3870.918,1183.32,11808.681,28.809,13.67,32.82,0.793,-0.027,-14.92,2288.376,2637.303,806.21,7485.817,19.628,8.666,-6.627,-729.25,10275.43,181.325,55.43,33613.348,-0.903,-32.033,11497.881,3514.844,1.349,38.911,227.048,72.35,17.32,-0.431,-1.381,236.674,56.658,742.728,1.761,0.422,0.86,13436.697,26407.25,17.38,137.975,1321.477,1233.615,377.11,4322.863,9.181,5.004,49.082,1.492,4.589,2.813,0.86,15.012,0.021,0.017,60.706,58.75,157.145,181.096,55.36,514.058,1.348,0.595;;;;;;;;;;;;,large_scale
United States,2009.0,100.0,100.0,,7.35,2725.41,798.85,415.56,30.823996,81376.18,5.53,5156430.176,5.8000064,-2.536757067,47099.98047,36.0,9833517.0,37.09024,-95.712891,USA,308512032.0,14864003104768.0,13.607,30.918,836.716,258.137,176.622,54.49,1.383,1.028,531.222,-12.044,-750.678,17770.381,5482.376,5691.512,1755.9,-9.34,-620.218,19514.385,6020.422,44.568,21.833,3973.87,12880.762,3939.82,17.224,-4.91,-1296.725,81392.367,1.689,-6.126,-1396.498,8834.048,2725.41,69368.117,21400.898,69.176,85.227,-1.791,-112.631,6176.281,2985.232,920.98,20019.578,2.109,115.151,18073.283,5575.825,23.376,24.596,2092.92,8.157,52.838,758.314,871.344,268.82,2457.971,6.823,3.02,4.281,99.775,3709.628,3936.346,1214.41,12024.258,30.824,14.773,34.05,0.857,-0.912,-34.87,2253.506,2589.364,798.85,7304.434,20.276,8.974,-5.189,-533.189,9742.24,157.303,48.53,31578.152,6.738,236.836,12160.563,3751.68,1.232,38.797,225.447,71.96,17.47,-0.532,-1.601,233.249,56.627,730.756,1.826,0.443,0.898,12770.394,25110.525,11.513,134.645,1456.122,1346.982,415.56,4719.823,10.548,5.799,27.121,1.209,5.798,2.885,0.89,18.792,0.023,0.023,33.457,51.282,208.427,239.504,73.89,675.588,1.875,0.83;;;;;;;;;;;;,large_scale
United States,2010.0,100.0,100.0,,7.44,2882.49,806.97,424.48,29.93359,83397.48,5.52,5392109.863,5.8405547,2.56376656,48466.6576,36.0,9833517.0,37.09024,-95.712891,USA,311182848.0,15239587299328.0,14.967,38.636,953.695,296.773,180.248,56.09,1.363,1.143,536.658,5.803,318.165,18640.299,5800.542,5936.349,1847.29,1.917,115.406,19717.758,6135.828,44.903,22.35,4139.92,13303.817,4113.94,17.356,3.357,843.021,83402.883,1.703,3.619,774.488,9263.011,2882.49,71261.594,22175.387,70.066,85.443,4.949,305.654,6481.935,3174.018,987.7,20829.986,3.152,175.749,18482.941,5751.574,24.009,24.975,2207.78,-5.251,-44.228,714.086,818.49,254.7,2294.748,6.191,2.751,3.731,68.533,3778.161,3957.32,1231.45,12141.289,29.934,14.557,25.98,0.628,1.016,8.922,2262.428,2593.234,806.97,7270.414,19.616,8.717,1.547,150.669,9892.909,152.643,47.5,31791.307,3.273,122.798,12450.809,3874.478,1.155,38.118,231.142,73.92,17.83,2.6,5.695,237.545,57.298,742.784,1.797,0.433,0.891,13220.33,25953.547,7.092,59.61,1515.733,1364.086,424.48,4870.875,10.318,5.84,45.139,2.565,8.363,3.888,1.21,26.875,0.029,0.032,28.106,56.941,265.368,304.162,94.65,852.773,2.301,1.022;;;;;;;;;;;;,large_scale
United States,2011.0,100.0,100.0,,8.36,2788.93,790.2,509.74,31.792154,81962.36,5.36,5173600.098,6.8973193,1.550835505,49882.55813,36.0,9833517.0,37.09024,-95.712891,USA,313876608.0,15477885632512.0,8.285,24.587,1023.843,321.36,180.549,56.67,1.386,1.249,517.563,-5.646,-327.47,17437.016,5473.071,5522.648,1733.43,0.831,51.001,19711.023,6186.829,42.394,21.272,4126.12,13145.676,4088.87,17.493,-0.865,-224.459,81971.984,1.662,-1.906,-422.627,8885.434,2788.93,69303.539,21752.76,68.208,84.545,1.545,100.173,6582.108,3229.581,1013.69,20970.367,7.337,422.011,19668.828,6173.585,24.791,25.582,2116.25,22.863,157.912,871.998,996.984,312.93,2778.155,7.653,3.389,5.959,198.168,3976.329,4141.564,1299.94,12668.445,31.792,15.455,37.25,0.903,-2.077,-60.508,2201.92,2517.55,790.2,7015.241,19.326,8.558,-1.974,-195.329,9697.58,133.205,41.81,30896.154,3.985,154.409,12835.894,4028.887,1.023,37.691,233.103,74.81,18.14,0.95,1.961,238.342,57.793,742.658,1.83,0.444,0.906,13026.999,25729.088,15.339,258.676,1774.409,1624.014,509.74,5653.205,12.467,6.897,57.28,4.71,13.073,5.798,1.82,41.65,0.045,0.051,26.966,69.506,334.874,382.889,120.18,1066.898,2.939,1.302;;;;;;;;;;;;,large_scale
United States,2012.0,100.0,100.0,,8.73,2779.02,769.33,492.32,31.223783,79102.34,5.15,4956060.059,6.886334,2.249545852,51602.93105,36.0,9833517.0,37.09024,-95.712891,USA,316651328.0,15830887694336.0,0.193,0.619,1016.827,321.98,181.967,57.62,1.426,1.285,500.917,-11.596,-634.667,15279.911,4838.404,4781.411,1514.04,-6.951,-430.02,18180.277,5756.809,37.47,19.317,4087.93,12909.878,4040.67,17.741,-2.65,-681.721,79100.781,1.582,-2.579,-561.037,8776.277,2779.02,66924.469,21191.723,68.776,84.607,4.544,299.12,6881.228,3871.419,1225.89,21731.246,5.146,317.663,20499.672,6491.248,30.339,27.473,2024.04,-13.308,-120.625,751.373,856.747,271.29,2372.871,6.714,3.0,-2.214,-120.685,3855.644,3984.351,1261.65,12176.307,31.224,15.393,47.26,1.156,-2.641,-71.156,2130.764,2429.581,769.33,6729.055,19.04,8.507,-2.325,-225.49,9472.09,123.448,39.09,29913.312,14.103,568.193,14517.797,4597.08,0.967,37.817,236.724,75.88,18.26,1.664,3.621,239.633,57.666,747.586,1.878,0.452,0.945,12760.629,25047.367,-1.791,-49.529,1724.88,1554.77,492.32,5447.252,12.184,6.886,90.698,11.706,24.779,13.674,4.33,78.253,0.107,0.099,17.179,55.15,390.024,444.716,140.82,1231.715,3.485,1.557;;;;;;;;;;;;,large_scale
United States,2013.0,100.0,100.0,,9.08,2746.21,789.02,520.38,32.28614,80556.516,5.15,5092100.098,7.1346164,1.842081071,53106.53677,36.0,9833517.0,37.09024,-95.712891,USA,319375168.0,16122472562688.0,10.388,33.447,1112.88,355.426,190.56,60.86,1.501,1.381,501.545,3.8,183.867,15725.304,5022.271,4950.635,1581.11,-3.267,-188.096,17436.275,5568.713,38.986,19.52,4113.49,12879.806,4055.61,17.342,2.72,681.26,80559.258,1.596,2.497,529.209,8598.696,2746.21,68010.711,21720.932,67.714,84.423,2.747,189.0,7070.228,3522.002,1124.84,22137.689,1.012,65.679,20530.486,6556.927,27.735,27.48,2034.07,-2.73,-24.913,726.46,826.238,263.88,2274.628,6.507,2.824,5.178,152.053,4007.697,4099.88,1309.4,12548.557,32.286,15.577,57.88,1.407,2.559,41.357,2172.121,2470.511,789.02,6801.158,19.455,8.442,1.651,156.342,9628.432,126.059,40.26,30147.715,13.484,619.867,16334.854,5216.947,0.993,37.423,247.921,79.62,18.76,4.711,11.197,249.299,58.74,776.27,1.963,0.463,0.964,12698.577,25728.627,7.751,110.697,1835.576,1629.369,520.38,5747.398,12.831,7.134,77.489,18.936,43.715,28.305,9.04,136.876,0.223,0.17,19.186,72.03,462.054,525.526,167.84,1446.744,4.138,1.796;;;;;;;;;;;;,large_scale
United States,2014.0,100.0,100.0,,9.22,2752.01,797.17,546.83,32.81242,80725.086,5.08,5107209.961,7.262891,2.525973446,55049.98833,36.0,9833517.0,37.09024,-95.712891,USA,322033952.0,16491318607872.0,1.432,5.089,1119.494,360.515,198.706,63.99,1.562,1.387,497.758,-0.227,-11.416,15560.023,5010.856,4911.625,1581.71,1.422,79.182,17538.199,5647.896,38.616,19.276,4149.22,12884.419,4096.01,17.333,1.039,267.285,80724.133,1.576,0.946,205.49,8545.714,2752.01,68087.297,21926.422,67.188,84.346,2.155,152.376,7222.604,3498.42,1126.61,22428.084,7.478,490.337,21883.607,7047.265,27.505,27.784,2038.82,-4.051,-33.606,692.853,786.221,253.19,2151.492,6.181,2.665,1.943,61.794,4069.492,4173.473,1344.0,12636.841,32.812,15.654,53.21,1.282,1.033,9.294,2181.415,2475.422,797.17,6773.866,19.462,8.391,0.67,64.528,9692.96,135.669,43.69,30099.186,16.947,884.105,18945.369,6101.052,1.067,37.286,258.466,83.07,19.08,4.221,10.545,257.954,59.248,802.605,2.028,0.466,0.994,12719.186,25995.912,2.795,52.501,1888.077,1698.051,546.83,5862.975,13.35,7.263,82.149,35.435,79.149,89.804,28.92,245.78,0.706,0.304,8.231,35.039,497.093,564.071,181.65,1543.604,4.435,1.912;;;;;;;;;;;;,large_scale
United States,2015.0,100.0,100.0,,9.03,2730.32,797.18,556.49,33.14577,79317.37,4.88,4990709.961,7.468743,3.07551465,56863.3715,36.0,9833517.0,37.09024,-95.712891,USA,324607776.0,16937634496512.0,4.631,16.696,1162.053,377.211,196.021,63.63,1.558,1.465,474.737,-13.606,-681.778,13336.334,4329.078,4166.259,1352.4,-11.533,-651.388,15392.445,4996.507,33.115,16.814,4150.66,12786.693,4083.99,17.463,-0.956,-248.486,79318.57,1.52,-1.233,-270.438,8411.136,2730.32,66714.312,21655.984,66.854,84.109,2.952,213.19,7435.795,4107.973,1333.48,22907.014,5.048,355.767,22806.082,7403.032,32.651,28.88,1938.82,-3.635,-29.162,663.691,751.646,243.99,2044.595,5.974,2.578,1.509,21.95,4091.442,4170.171,1353.67,12604.264,33.146,15.891,66.67,1.606,0.001,-12.952,2168.462,2455.825,797.18,6680.254,19.52,8.422,2.044,198.151,9891.111,136.904,44.44,30470.963,8.091,493.634,20315.861,6594.687,1.088,38.416,257.115,82.75,19.12,-0.397,-1.351,254.923,58.902,792.08,2.026,0.468,0.999,12581.307,25747.426,2.895,34.903,1922.98,1714.346,556.49,5924.01,13.626,7.469,34.947,27.024,106.174,120.237,39.03,327.083,0.956,0.412,4.989,21.695,518.788,587.54,190.72,1598.198,4.67,2.015;;;;;;;;;;;;,large_scale
United States,2016.0,100.0,100.0,,9.46,2656.96,805.69,624.91,34.998875,78613.54,4.74,4894500.0,8.285086,1.711426774,58021.4005,36.0,9833517.0,37.09024,-95.712891,USA,327210208.0,17220065296384.0,8.488,32.017,1250.661,409.229,191.803,62.76,1.535,1.591,454.496,-8.508,-368.337,12104.576,3960.741,3787.015,1239.15,-18.271,-912.933,12479.973,4083.574,30.315,15.395,4154.06,12695.387,4087.56,17.576,-0.079,-20.375,78625.453,1.494,-1.103,-238.777,8120.04,2656.96,65453.969,21417.207,65.001,83.248,0.742,55.194,7490.989,4212.308,1378.31,22893.508,-1.749,-129.471,22229.016,7273.561,33.72,29.117,1857.78,7.024,42.414,706.105,798.05,261.13,2157.956,6.388,2.745,6.18,218.403,4309.845,4372.113,1430.6,13171.486,34.999,16.752,66.5,1.601,1.068,10.197,2178.659,2462.301,805.69,6658.287,19.711,8.468,0.752,74.364,9965.476,120.718,39.5,30455.883,-4.294,-283.157,19288.914,6311.529,0.966,38.735,253.683,81.92,19.16,-1.211,-3.432,250.359,58.556,775.292,2.004,0.469,0.986,12492.153,25727.051,10.745,208.205,2131.185,1909.812,624.91,6513.199,15.288,8.284,40.567,42.188,148.362,167.69,54.87,453.415,1.342,0.577,19.02,95.018,613.806,693.713,226.99,1875.876,5.553,2.386;;;;;;;;;;;;,large_scale
United States,2017.0,100.0,100.0,,9.92,2540.17,804.95,707.19,37.315506,78289.01,4.62,4819370.117,9.082049,2.332679395,60109.65573,36.0,9833517.0,37.09024,-95.712891,USA,329791232.0,17606123716608.0,0.202,0.825,1243.373,410.054,190.211,62.73,1.548,1.588,441.05,-2.731,-108.148,11681.913,3852.593,3656.374,1205.84,6.534,266.804,13191.312,4350.379,29.757,14.919,4108.62,12458.245,4052.31,17.439,0.376,96.793,78303.609,1.467,-0.477,-102.102,7702.357,2540.17,64632.117,21315.105,62.684,82.54,-1.216,-91.067,7399.922,3931.093,1296.44,22438.203,2.587,188.146,22625.547,7461.707,31.993,28.655,1787.27,12.527,83.783,789.888,890.988,293.84,2395.115,7.251,3.059,4.415,198.896,4508.74,4585.143,1512.14,13671.498,37.316,17.46,56.31,1.371,-0.092,-14.816,2163.843,2440.786,804.95,6561.251,19.864,8.379,0.975,97.115,10062.591,114.891,37.89,30512.002,5.798,365.962,20247.631,6677.491,0.935,38.966,253.612,81.77,19.04,0.094,-0.071,247.945,57.733,769.008,2.018,0.47,0.982,12287.501,25823.844,8.09,213.712,2344.897,2144.357,707.19,7110.247,17.452,9.08,40.847,59.372,207.734,234.33,77.28,629.895,1.907,0.804,12.031,69.804,683.609,771.094,254.3,2072.855,6.275,2.647;;;;;;;;;;;;,large_scale
United States,2018.0,100.0,100.0,,10.12,2661.3,807.08,733.17,36.659092,80583.34,4.61,4975310.059,8.964939,2.996464352,63064.41841,36.0,9833517.0,37.09024,-95.712891,USA,332140032.0,18124692783104.0,-1.325,-5.433,1218.223,404.621,186.156,61.83,1.472,1.512,435.006,-4.234,-163.134,11108.142,3689.458,3460.86,1149.49,-1.676,-72.928,12878.457,4277.451,27.359,13.783,4246.01,12783.794,4201.55,17.392,3.66,945.143,80595.484,1.477,4.212,897.748,8012.584,2661.3,66877.977,22212.854,63.341,82.98,11.077,819.71,8219.633,4423.225,1469.13,24747.492,12.7,947.654,25318.723,8409.361,34.966,30.706,1827.7,-2.457,-23.911,765.977,862.949,286.62,2306.186,6.822,2.861,1.187,47.394,4556.134,4637.351,1540.25,13717.509,36.659,17.02,44.46,1.047,0.265,-6.949,2156.894,2429.939,807.08,6493.931,19.209,8.057,2.397,241.171,10303.762,128.5,42.68,31022.342,16.62,1109.805,23445.822,7787.296,1.016,38.491,250.438,80.52,18.69,-1.096,-3.174,242.428,56.271,754.014,1.916,0.445,0.936,12649.936,26768.986,1.882,54.343,2399.24,2207.412,733.17,7223.578,17.45,8.963,20.819,41.78,249.513,281.086,93.36,751.23,2.222,0.932,7.222,45.081,728.691,820.949,272.67,2193.926,6.49,2.722;;;;;;;;;;;;,large_scale
United States,2019.0,100.0,100.0,,10.42,2588.21,809.41,760.76,37.75918,79489.016,4.51,4817720.215,9.315263,2.161176515,65279.52903,36.0,9833517.0,37.09024,-95.712891,USA,334319680.0,18540551733248.0,2.78,11.25,1243.93,415.87,172.021,57.51,1.383,1.565,413.223,-14.609,-538.999,9423.495,3150.46,2886.339,964.96,-7.21,-308.397,11872.033,3969.054,23.205,11.853,4197.42,12555.108,4158.38,17.374,-0.712,-190.492,79500.234,1.434,-1.192,-264.713,7741.722,2588.21,65650.164,21948.141,62.241,82.579,3.533,290.366,8509.999,4743.395,1585.81,25454.676,10.366,871.749,27761.186,9281.11,38.135,32.018,1718.34,-1.398,-13.492,752.485,845.329,282.61,2250.794,6.796,2.831,2.09,74.218,4630.352,4696.613,1570.17,13850.071,37.759,17.421,39.04,0.93,0.288,-1.763,2155.132,2421.066,809.41,6446.32,19.465,8.109,-0.156,-16.079,10287.683,111.989,37.44,30771.992,12.154,946.503,26124.098,8733.8,0.9,38.707,234.433,75.38,17.87,-6.194,-16.005,225.473,53.452,701.224,1.813,0.43,0.882,12438.334,26578.494,3.425,75.98,2475.22,2275.547,760.76,7403.751,18.295,9.313,14.49,35.102,284.616,319.724,106.89,851.328,2.57,1.071,8.514,59.126,787.816,885.021,295.88,2356.476,7.115,2.964;;;;;;;;;;;;,large_scale
United States,2020.0,100.0,100.0,,,2431.9,789.88,821.4,39.8518,73236.14,,,10.532232,-3.404591573,63593.44362,36.0,9833517.0,37.09024,-95.712891,USA,335942016.0,18027359764480.0,-9.029,-37.549,1126.15,378.321,162.826,54.7,1.353,1.536,387.2,-18.863,-594.279,7608.996,2556.181,2302.153,773.39,-24.92,-989.092,8870.466,2979.962,19.128,10.381,4090.49,12176.179,4043.18,18.44,-7.359,-1955.848,73294.336,1.366,-9.163,-2011.143,7239.047,2431.9,59346.547,19936.998,60.148,80.97,-1.933,-164.503,8345.496,4834.674,1624.17,24842.072,-0.355,-32.981,27528.943,9248.129,40.171,33.894,1565.52,-0.941,-9.822,742.663,833.328,279.95,2210.689,6.924,3.016,0.16,55.298,4685.649,4796.304,1611.28,13947.792,39.852,19.03,47.31,1.157,-2.413,-59.727,2095.404,2351.239,789.88,6237.399,19.536,8.51,-12.173,-1252.362,9035.32,102.22,34.34,26895.477,-5.015,-437.966,24694.244,8295.834,0.849,36.695,225.994,72.79,18.09,-3.259,-8.439,216.674,53.849,672.717,1.8,0.447,0.918,12035.351,24622.646,2.009,115.026,2590.245,2445.065,821.4,7710.394,20.316,10.52,22.29,62.163,346.779,389.115,130.72,1032.258,3.233,1.408,14.214,108.672,896.488,1005.947,337.94,2668.579,8.358,3.641;;;;;;;;;;;;,large_scale
