,Value_co2_emissions_kt_by_country_trend,Value_co2_emissions_kt_by_country_mean_change,Value_co2_emissions_kt_by_country_change_stability,Value_co2_emissions_kt_by_country_acceleration,Value_co2_emissions_kt_by_country_total_change,Value_co2_emissions_kt_by_country_volatility,Primary energy consumption per capita (kWh/person)_trend,Primary energy consumption per capita (kWh/person)_mean_change,Primary energy consumption per capita (kWh/person)_change_stability,Primary energy consumption per capita (kWh/person)_acceleration,Primary energy consumption per capita (kWh/person)_total_change,Primary energy consumption per capita (kWh/person)_volatility,fossil_share_energy_trend,fossil_share_energy_mean_change,fossil_share_energy_change_stability,fossil_share_energy_acceleration,fossil_share_energy_total_change,fossil_share_energy_volatility,Renewable energy share in the total final energy consumption (%)_trend,Renewable energy share in the total final energy consumption (%)_mean_change,Renewable energy share in the total final energy consumption (%)_change_stability,Renewable energy share in the total final energy consumption (%)_acceleration,Renewable energy share in the total final energy consumption (%)_total_change,Renewable energy share in the total final energy consumption (%)_volatility,energy_per_gdp_trend,energy_per_gdp_mean_change,energy_per_gdp_change_stability,energy_per_gdp_acceleration,energy_per_gdp_total_change,energy_per_gdp_volatility,gdp_per_capita_trend,gdp_per_capita_mean_change,gdp_per_capita_change_stability,gdp_per_capita_acceleration,gdp_per_capita_total_change,gdp_per_capita_volatility,gdp_growth_trend,gdp_growth_mean_change,gdp_growth_change_stability,gdp_growth_acceleration,gdp_growth_total_change,gdp_growth_volatility,Cluster
Saudi Arabia,0.12054117041994271,1.469043742491666,0.42405627441057975,1.251477515507429,1.4578577442620007,-0.7976568478565996,0.9393198706487946,0.6704810226353337,0.19765804126141784,0.10107321560719187,0.6311376918132506,-0.646388041279391,0.0,0.2220698813596159,0.6454008626027335,0.4246599894481716,0.0,-0.8444489181417045,-0.17720513829640033,-0.4032076805542604,0.6777581693684311,-0.3544418733729862,-0.4586625430100917,-0.5155331134242818,-0.23658710412994605,0.029109093721951744,0.25728109494293877,-0.4118431073430273,-0.07231741147039786,-0.12452588065229611,-0.28066443145127334,-0.46734902592118527,0.0394806528200405,-0.2728694680830085,-0.576756845470639,0.18618259650681082,0.2782415589444877,-0.4094489226836961,0.34673648205903823,0.10411621360939406,-0.012361314637250468,-0.11344482760979895,0
Slovakia,0.0,-0.6062136365819562,0.4476558972948523,0.9140754115187804,0.0,-1.9443820907786613,-0.5182729145997016,-0.9334493828028688,0.1854776076674351,-0.8893396133784797,-0.8680585941127118,-0.04999977580318977,0.4837571169725597,0.38370615158016164,-0.6674454177598093,0.8831243757036348,0.5247510432839216,-0.10202607931788597,0.8560776718591591,1.14599115192135,0.4652743027791903,-1.9275012663452098,1.950600103104423,0.4040558293549318,-0.9041382054779545,-1.0345444352343236,0.3908324739080563,-0.6307078133652995,-1.1224495946651205,0.31572834190417576,-1.417838484790765e-16,-1.809674366913606,0.41365262489200383,0.7114296309841126,-2.400147744263049e-16,-2.101906501479084,0.0,0.045423722501924765,0.6155296729842986,0.1256959622636028,1.9497647063773718e-16,-0.7594305946512573,1
Slovenia,-0.1567316854593235,-0.2966141901735424,0.17634510070021864,-1.269834838489064,-0.3774604952371317,0.022372114231773158,0.04865826538547448,-0.035706753511349304,0.1736067376990878,-0.9353825068234433,-0.10684708396541084,0.04629187452000335,-0.0011037712010677084,-0.6957726888975153,0.25012526610987396,-0.9850052965176515,-0.6974381303829085,0.424839008368074,0.060191920419446536,-0.263976095699714,-0.07664367772719402,0.01779329813949484,-0.33017974614525747,-0.22210515436056652,0.36391298119093085,0.576678583669012,-0.32436210525492903,-0.31533420822251673,0.560281693557073,0.061954315324717804,0.1863833374980224,0.1761086776208039,0.20764562363701144,-0.1662900964757593,-0.016201345413212085,-0.2382852808501212,-0.35680432570897247,-0.19426106458196102,0.33612402003015635,-0.44588843824863733,-1.171314302502796,-0.4056039516300338,4
South Africa,0.052477132997074495,0.9144977706972491,0.3866780455847089,-1.4628669414956348,0.7768463491112149,0.22682524625600153,0.047391009760603904,0.19371822586037982,0.1854785541612849,0.45024178036900175,0.11270618006012346,0.02378248612298592,0.5086847132575296,0.45690528918558915,0.4517952424157175,0.2756366892960103,0.6332881392873695,-0.685382815995696,-1.4108219969805376,-0.8745157160018154,0.4747449221096199,-0.4148760551153202,-0.9243622829942673,-0.24823867448377385,-0.2673109499714866,-0.02994449137139107,0.16403706683980107,0.47141633866348526,-0.15800789368128534,0.3291332418698645,-0.7436314803887578,-0.14892908541850938,-0.016387316439764155,1.720551363186196,-0.4256935696022897,1.1516301117089842,0.15870198570719746,-0.07197513088291567,0.3132317722060543,-0.08674265085014786,-0.01246424081525268,-0.5719251528315354,0
Spain,-0.11685338064883324,-0.6222008948628946,-6.14927399072545,-0.6602819383939798,-0.6603127872419478,0.5251195954018093,-0.23370892659443132,-0.5563866143374719,0.15767580132859654,-0.8565897316447946,-0.5509197975327184,-0.30952921820385065,-0.14197734153427763,-1.0187099039083796,0.3174435321210022,0.12547752196810869,-1.0582915311998533,0.5792023858873335,0.44172290764134514,0.2872561602922329,0.3697970867048885,0.2889780231699831,0.3361791829173204,0.07848192672481832,0.3920555203121757,0.16990999008827518,0.4013438425992626,-0.5565122776994329,0.10573215733291803,-0.7837600901921251,0.4549841140237065,-0.07895257138470539,0.20291218534812464,-0.22681428849034438,-0.22129876928184075,-0.4403350583451658,-0.6037288817611653,-0.49537749232812156,0.4222412316743974,-0.8170193497573919,-0.253351801080935,-0.20715175064705377,5
Sri Lanka,-0.15589445876184976,-0.027289735117031873,0.23033926168629032,0.4718937909312947,-0.18885219250066446,1.0013755931960613,-0.17860059133435888,0.14238913955683652,0.17881941243352828,1.0799477974983875,0.03981494081609683,0.40783287247266836,0.0,0.2220698813596159,0.6454008626027335,0.4246599894481716,0.0,-0.8444489181417045,-0.46450402772190347,-0.41301744506772015,-2.9771400363945397,-0.08776912134904111,-0.4731828045708643,-0.41537177244201245,0.6104592523291732,0.28399728100955074,-0.08776934066818937,-0.30335001453361105,0.18591329200926227,0.47359115010975983,-0.9476678751867483,0.12806934879029155,0.23831950930384785,1.1781250844054445,-0.030636680582809994,-0.5541445836391702,1.1483515029341966,-0.3598154622931947,0.4298697478188065,0.2866658449224892,0.6433822805821087,-0.3619238781449228,0
Sweden,-0.1780652750769584,-1.4729702600060026,0.38086134302386876,0.16701193009536147,-1.2333457636697271,-0.588816025196767,-0.7419028604000518,-0.9304827241267636,0.18071380940339546,-1.3248471316853352,-0.8846079323486251,0.324399227887583,-0.379701491471532,-0.1561393194555583,-1.743273118617792,2.2508769255099774,-0.5547972258133129,2.3162487371996656,1.5623339215388055,-0.21023641632466028,0.2788521492511494,0.27579738827377787,-0.24666077766435288,-0.3004907104717714,-0.07006134132079145,-0.20613676176663398,0.18664891885250096,-1.54904294720688,-0.35448287278375873,0.5338475664389132,0.8697227770356867,-0.7195850155669549,-0.004350321070675981,0.14095400894038593,-0.7221683696578528,-0.026107278954425352,-0.4743218300001832,0.7626793348394368,0.366730178878182,1.8873439479621916,-0.38585710978289117,0.1834100825725328,1
Switzerland,-0.15945577383608647,-0.5950913117044148,-4.1066452585900315,0.09498070290758996,-0.5984602903621069,-0.758297421155021,-0.6511625252197323,-0.7584260064665801,0.1801594875889644,-0.32546851913978464,-0.7215951576668936,-0.20434907592704069,0.8782076175362562,0.9869709626893426,0.03648100322504482,0.17616147245378155,1.078012471471332,0.785063401339791,0.16411369408179421,-0.2774667532515029,0.3076653601298487,-0.3948476473662024,-0.31840935507963675,-0.38553162284114023,0.23616977788666665,-0.29830436424825113,0.34423850602167916,-0.7884088371952112,-0.418885439452662,-0.10212668367258063,1.5556047414464351,-0.47924824399710947,0.23248852197557374,0.3481883567652531,-0.4976640535308681,-1.0038952208062966,0.36740297381314174,-4.892338090334457,0.3623953089228014,-0.09168132340710138,-0.12001800029675662,5.84440270215358,4
Thailand,-0.047501575776256626,0.6397045381188787,0.39595786367800617,-0.2138089834375047,0.5125013107559285,-0.4362272025572313,0.1241711031780656,1.1788214570967273,0.19868710523298724,0.29797992172830146,1.196116261020625,-0.49500071024391373,0.024364260775719005,0.061785528243525144,0.383619562658048,0.38359369830296525,0.20107922878096127,-0.6976481114739169,0.28244886059474555,-0.3360120318480699,-0.1970653070334743,0.15918227278818733,-0.3923200074706032,-0.3513142688428222,0.7370062403240323,1.259187362193833,-0.17033516773488197,0.19101311211890803,1.5123359214651826,-0.6999518087152968,-0.8527136542013884,-0.17890275003890282,0.22005422611169378,0.8406793019561326,-0.2883814061409411,-0.663641927989711,-0.3194099299585936,-0.08750807183609902,0.33698393850381264,-0.09588606780297167,0.132421158505319,-0.5637984277758065,0
Trinidad and Tobago,-0.1411558217943818,2.1733162962341,0.39345861453197156,-1.5864902024016032,2.236700960779307,1.5828268737410989,5.367934858647291,2.2939949986283588,0.19809231426137153,-0.4581656660921154,2.582627258860853,0.42059531000984535,0.0,0.2220698813596159,0.6454008626027335,0.4246599894481716,0.0,-0.8444489181417045,-0.2449117484097466,-0.916684816125809,0.449583068907038,0.33719269559083576,-0.9678475532723951,-0.1882300638703562,1.4520282018452366,1.6182233929683676,0.11542072689221626,-0.2874018523118398,2.0413246525391675,-0.28489723884799634,-0.14217698983415863,0.21776291081935883,0.0897248120649791,-1.9734217300026249,-0.15573040170248298,0.8899415544796685,-1.0191304661117602,-0.07893716722211191,0.11285185471012181,-0.2329164201238078,-0.1977873616934857,-0.42914591445722433,6
Turkey,0.0,-0.6062136365819562,0.4476558972948523,0.9140754115187804,0.0,-1.9443820907786613,0.10983618499226842,0.6355222225531663,0.1908710904478887,1.8712708394744852,0.5355760913837255,0.3431778842672707,1.0590509109099462,0.852269577184682,0.1811061049488934,-0.4268227513215099,1.0154512763308512,0.1792319109489231,-1.5014204663271973,-0.730800074469195,0.40070489170515283,-0.3592864179186508,-0.8043363717107519,-0.26198647603056996,0.6051707214875968,0.8836091457543636,-2.1842339875977235,1.2827447668647827,0.9690275693899393,-0.21080238216381075,-0.5145497830877349,0.1035001040252757,0.0352032586333607,1.4437178798962564,-0.2880379086446746,1.1965155828618932,-0.23998201948003425,-0.9681150228065293,0.47798219231954536,-0.8353008975426409,-0.2384675502801686,-0.022871057661903657,0
Turkmenistan,-0.12434078702167196,0.7706785063486181,0.35872299609175357,-0.8409903870383222,0.5823619585341342,0.9227306368009792,0.43357237891685546,3.2324007035265785,0.18799693322132402,4.9387554264611335,2.4723860844655756,6.436742508673147,0.0,0.2220698813596159,0.6454008626027335,0.4246599894481716,0.0,-0.8444489181417045,-0.18120212959110593,-0.499932789346343,-0.8279265392693435,0.3997547745052177,-0.6179138219398655,-0.10868301470433488,-4.11364683930976,-1.1153998653218975,-0.20525179594211596,5.845625051695718,-1.5978441982102576,5.254712933026834,-0.8016249604862171,2.4590067823474686,0.28565829188279596,-0.44941142043520954,3.2392404775400205,0.38711301754346533,2.515925973777689,1.1107073545972976,0.3921926986537888,0.05406371327790283,1.0039155221633127,0.4975852260758415,3
Ukraine,-0.203021135754494,-1.198346186377561,0.24107340993094875,-1.4150785914611395,-1.0983232499481825,0.9197628815509622,-0.22426597512799243,-0.8403217369168464,0.17923703765958515,-1.079674233178064,-0.806467226102265,0.13023307237581805,-0.9795625912327074,-0.9765468358455148,0.5503736903463416,-0.21637703295400673,-0.9183701133948501,-0.44595678518187126,0.24623369704574405,0.9109109385266556,0.47575195276693594,0.19585549252591025,1.5020392031732843,0.22605016538951594,-2.9421113404996384,-1.674762272464445,0.4755135881287708,1.3950954885833977,-1.6150932268209,0.008034021370789828,-0.8279308614409058,1.6783834693974582,0.18368221472038787,-3.227773438260422,1.3251791797011425,1.5523538556299656,-2.3152843306833213,-0.521533482207033,0.32620769085381995,-1.4301842518794001,-1.5212055211990392,0.10722505942972119,2
United Arab Emirates,-0.037064318559726,2.079650929454499,0.40799926861198504,-0.9591212395302584,2.1926301648984015,0.549536219647326,-3.1598300432792965,-1.8874892721733294,0.19501890688156245,-0.553727213744352,-1.5611338157096757,0.27781757534321555,0.0,0.2220698813596159,0.6454008626027335,0.4246599894481716,0.0,-0.8444489181417045,-0.16533528536060796,0.17769833167455465,0.22070432258568357,0.9654022604138711,0.07881052337789517,0.2261765183610941,-0.8877689433492647,-1.0911965636230943,0.4410663779760248,0.5170933591537346,-1.1555731687197284,-0.03964706360923982,-0.43439884037007975,-1.7601769462188017,-8.044727944579098,-0.7876333899141084,-1.2480876202067646,-0.19462232792926304,-1.0400913581733642,0.027128652506388296,-4.140519091127296,-0.20886963955254184,-0.09264984056995386,-0.2997084355783875,4
United Kingdom,-0.23529581484807835,-1.11334773779416,0.32555235637795693,-0.7053287039863141,-0.9918833393472,-0.494496669275347,-0.5930436216022502,-1.053707216911767,0.19577474467426167,-0.1738569996625303,-0.9364733863616649,-0.7551851732745415,0.5711500719698572,-0.0903856397766306,0.11173938280739713,-0.4672069500183198,0.01876608970412567,-0.26107262932394504,0.32883818380299307,1.4677345687293915,0.5367220996798695,1.3669139839090663,3.1543508477091535,0.22160894633387693,0.3513841997924345,0.13519774004892526,0.43491500437774117,0.09285735515057482,0.06799287636663452,-0.8666334624212394,0.35715991665584096,-1.0340390656748326,-0.1128888636314198,-0.42026381285251085,-0.8949120989936453,-0.2413875345952385,-0.5272543805003279,1.3787508795613843,0.36063241119456757,3.3664335607491154,-0.554660699490196,1.036199004008998,1
United States,-0.7490687803006126,-1.057627938499906,0.34001590391028413,0.01647280558952683,-0.9459078241485106,-0.8066719465349168,-0.8393649734307452,-1.0359809595191072,0.19569303228478158,0.317494429176368,-0.9226364841704537,-0.7657832881008169,-0.5149455233483223,-0.5629989351163381,0.5396570736647602,-0.12219478345642898,-0.4756378415221967,-0.5540100164465642,0.3477330517416013,0.02232615083810895,0.42154280574116687,0.7601097321235166,0.04812605734101187,-0.21095409991878122,0.2799890334311563,0.24386223395291023,0.45895583755431724,0.11787262169551806,0.194842576265665,-1.014565927976143,-0.103285957590342,-1.2664797188486943,0.22522733272775242,0.38100160630436564,-0.9657481597432745,-1.635635220585195,-0.281564990740044,1.5056838372387724,0.37145959302056086,3.5877586289202497,-0.18286260855774558,1.1236097583357114,1
Uzbekistan,-0.1661002517108807,-0.8021541323588991,-0.038903646247115585,-0.5622228792065996,-0.7876207899168104,0.28787067224944574,-0.6331921763116031,-1.5017321380995978,0.19400438429066835,0.4366789794483371,-1.2894189791042665,0.0006853908817357031,0.2071215972246086,0.06177453375707244,0.09045011542403582,0.05573759819517879,0.1970545328399942,-0.5332242225985147,-0.13880979767756166,1.0084482980610219,0.3117889221487309,2.1752593830518223,0.5963771798996603,0.9276920318321373,-2.051308687196525,-1.159536787179193,0.40327374248161296,-0.573264187421213,-1.2268415678138243,0.3226191011455424,-0.9907931339915277,0.09018316040214698,0.07765855957616234,2.7757831112234452,-0.22501211834223722,0.8061076182236142,1.8534769494362164,0.13089745104640005,0.42509590008991993,0.08904097974304605,1.6789286050236596,-0.673431966627887,1
